,color
HP:0000698,3
HP:0003502,0
HP:0200136,3
HP:0004389,17
HP:0005203,17
HP:0006286,3
HP:0009237,15
HP:0002218,9
HP:0000021,1
HP:0001947,1
HP:0007185,7
HP:0008279,13
HP:0003348,13
HP:0004320,1
HP:0009370,15
HP:0009775,23
HP:0001092,3
HP:0011819,3
HP:0001627,5
HP:0009917,11
HP:0001087,11
HP:0002277,11
HP:0001682,5
HP:0100650,1
HP:0004039,15
HP:0001772,24
HP:0003075,13
HP:0001057,9
HP:0007506,9
HP:0006492,15
HP:0006934,11
HP:0001802,9
HP:0010185,15
HP:0009767,15
HP:0010173,15
HP:0012621,1
HP:0001215,2
HP:0001849,15
HP:0010650,3
HP:0011478,3
HP:0003070,15
HP:0004971,5
HP:0008633,1
HP:0000171,3
HP:0009939,3
HP:0100663,22
HP:0005235,17
HP:0009776,15
HP:0002304,7
HP:0004944,7
HP:0002561,14
HP:0002991,15
HP:0005772,15
HP:0000022,1
HP:0001842,15
HP:0003086,15
HP:0005900,15
HP:0001817,9
HP:0006970,7
HP:0001799,9
HP:0009988,15
HP:0004712,1
HP:0004736,1
HP:0009650,15
HP:0006011,15
HP:0006014,15
HP:0008890,0
HP:0010285,3
HP:0002668,7
HP:0002717,21
HP:0012500,9
HP:0031428,21
HP:0000805,1
HP:0003127,1
HP:0004727,1
HP:0012365,1
HP:0010850,7
HP:0002371,7
HP:0012462,7
HP:0000548,11
HP:0000408,22
HP:0006515,4
HP:0030249,3
HP:0100827,10
HP:0009812,15
HP:0009827,15
HP:0010494,15
HP:0002289,9
HP:0002229,9
HP:0000972,9
HP:0007418,9
HP:0009004,2
HP:0005696,15
HP:0005819,15
HP:0008855,0
HP:0000177,3
HP:0001304,7
HP:0004609,15
HP:0008428,15
HP:0001836,2
HP:0001118,11
HP:0030056,9
HP:0100856,15
HP:0000050,1
HP:0009756,15
HP:0000587,11
HP:0001009,9
HP:0002250,17
HP:0005325,3
HP:0006059,15
HP:0009907,22
HP:0002803,15
HP:0008453,15
HP:0008544,22
HP:0009901,22
HP:0001857,15
HP:0000607,3
HP:0000808,1
HP:0002679,3
HP:0008516,15
HP:0010299,3
HP:0010724,3
HP:0010749,3
HP:0011072,3
HP:0100334,3
HP:0000410,22
HP:0003423,15
HP:0006480,3
HP:0000042,1
HP:0002836,1
HP:0009814,15
HP:0009818,15
HP:0008288,13
HP:0009754,3
HP:0000267,3
HP:0008058,11
HP:0012741,1
HP:0005248,17
HP:0004464,3
HP:0008606,3
HP:0100268,3
HP:0007765,11
HP:0012040,11
HP:0012108,11
HP:0007812,11
HP:0009926,11
HP:0012039,11
HP:0012155,11
HP:0100583,11
HP:0000178,3
HP:0011333,3
HP:0010747,3
HP:0006951,7
HP:0007065,7
HP:0002464,7
HP:0002503,7
HP:0003445,2
HP:0003447,7
HP:0008944,2
HP:0002395,7
HP:0002131,7
HP:0006801,7
HP:0007289,7
HP:0004828,10
HP:0006817,7
HP:0000346,3
HP:0002912,13
HP:0004576,15
HP:0006247,15
HP:0008964,2
HP:0001029,9
HP:0000851,21
HP:0008191,21
HP:0000828,21
HP:0002497,7
HP:0007728,11
HP:0007628,3
HP:0009902,22
HP:0000183,3
HP:0008772,22
HP:0009895,22
HP:0025267,7
HP:0030022,22
HP:0100277,3
HP:0007627,3
HP:0011802,3
HP:0030713,7
HP:0002270,7
HP:0011480,3
HP:0000538,11
HP:0030534,11
HP:0007710,11
HP:0012547,11
HP:0003719,2
HP:0001593,3
HP:0004502,3
HP:0010448,17
HP:0000932,3
HP:0001488,11
HP:0004425,3
HP:0007687,11
HP:0009088,12
HP:0009933,3
HP:0030148,5
HP:0000034,1
HP:0004619,15
HP:0009099,3
HP:0009779,15
HP:0004220,15
HP:0003417,15
HP:0004122,3
HP:0005242,17
HP:0000593,11
HP:0006619,15
HP:0200065,11
HP:0008467,15
HP:0005831,15
HP:0002299,9
HP:0002552,9
HP:0009934,3
HP:0000519,11
HP:3000040,3
HP:0012642,7
HP:0002919,1
HP:0003301,15
HP:0008833,15
HP:0008848,0
HP:0009826,15
HP:0004660,3
HP:0008591,22
HP:0000564,3
HP:0009740,3
HP:0030283,7
HP:0009892,22
HP:0002979,15
HP:0003037,15
HP:0008615,22
HP:0003167,1
HP:0030282,15
HP:0100704,11
HP:0008362,15
HP:0009701,15
HP:0009843,15
HP:0009467,15
HP:0003166,1
HP:0001688,5
HP:0003074,13
HP:0004359,13
HP:0004361,21
HP:0004416,5
HP:0005328,9
HP:0007509,9
HP:0009064,6
HP:0009938,3
HP:0001885,15
HP:0003065,15
HP:0005643,15
HP:0011917,15
HP:0006292,3
HP:0005464,3
HP:0100255,15
HP:0001153,1
HP:0009468,15
HP:0100556,15
HP:0010035,15
HP:0011704,5
HP:0001233,15
HP:0008278,7
HP:0009556,15
HP:0009791,15
HP:0100668,17
HP:0008845,0
HP:0004602,15
HP:0000041,1
HP:0000061,1
HP:0002442,7
HP:0008968,2
HP:0012887,1
HP:0004132,3
HP:0005439,3
HP:0008749,4
HP:0006297,3
HP:0002813,15
HP:0002313,7
HP:0004794,17
HP:0005343,1
HP:0002761,15
HP:0005709,15
HP:0030353,21
HP:0030918,23
HP:0004471,9
HP:0011651,5
HP:0007068,7
HP:0004411,3
HP:0011803,3
HP:0000274,3
HP:0000525,11
HP:0010078,15
HP:0006827,7
HP:0002465,7
HP:0011228,3
HP:0002334,7
HP:0004696,24
HP:0011398,7
HP:0012752,7
HP:0002490,7
HP:0000968,9
HP:0000621,3
HP:0001196,23
HP:0004334,9
HP:0004492,3
HP:0005253,15
HP:0005267,23
HP:0006266,23
HP:0006645,15
HP:0007543,9
HP:0007592,9
HP:0010219,24
HP:0010648,9
HP:0012478,3
HP:0025354,20
HP:0045075,3
HP:0000695,3
HP:0005659,15
HP:0008244,21
HP:0000540,11
HP:0002654,15
HP:0008255,21
HP:0001993,13
HP:0007229,7
HP:0002594,17
HP:0006121,9
HP:0001886,7
HP:0100563,7
HP:0005872,15
HP:0012184,13
HP:0001013,9
HP:0005181,5
HP:0001783,15
HP:0001841,15
HP:0000394,22
HP:0010802,3
HP:0007646,3
HP:0003246,1
HP:0004450,3
HP:0007469,9
HP:0007546,9
HP:0011123,9
HP:0005318,7
HP:0007052,7
HP:0007236,7
HP:0012229,7
HP:0025456,7
HP:0025142,20
HP:0040075,7
HP:0000002,0
HP:0000946,15
HP:0003170,15
HP:0006897,7
HP:0010585,15
HP:0011314,15
HP:0010739,15
HP:0007473,9
HP:0012786,1
HP:0003758,9
HP:0010980,13
HP:0030037,1
HP:0002234,9
HP:0008060,11
HP:0005999,1
HP:0008348,10
HP:0012110,7
HP:0006660,15
HP:0010296,3
HP:0012815,1
HP:0000349,3
HP:0006585,15
HP:0010719,9
HP:0007330,3
HP:0100842,11
HP:0009116,3
HP:0000136,1
HP:0000200,3
HP:0001464,2
HP:0006008,15
HP:0009930,3
HP:0011959,2
HP:0030867,3
HP:0001070,9
HP:0001099,11
HP:0000472,3
HP:0011359,9
HP:0002762,15
HP:0005863,15
HP:0006689,5
HP:0003367,15
HP:0008812,15
HP:0010582,15
HP:0005716,15
HP:0007381,9
HP:0006070,15
HP:0009626,2
HP:0100657,15
HP:0030424,1
HP:0008420,15
HP:0001592,3
HP:0007521,9
HP:0007529,9
HP:0009183,2
HP:0012265,4
HP:0010001,15
HP:0003097,15
HP:0003185,15
HP:0008909,0
HP:0000773,15
HP:0005989,3
HP:0005009,15
HP:0002843,10
HP:0001850,15
HP:0011840,10
HP:0006323,3
HP:0008383,9
HP:0008401,9
HP:0000895,15
HP:0000907,15
HP:0010561,15
HP:0005665,15
HP:0001530,0
HP:0006521,4
HP:0012856,1
HP:0000782,15
HP:0000896,15
HP:0003508,0
HP:0006429,15
HP:0009107,15
HP:0010574,15
HP:0100673,1
HP:0007486,5
HP:0000558,11
HP:0005987,21
HP:0004930,5
HP:0011847,15
HP:0001101,11
HP:0005547,10
HP:0011886,11
HP:0200064,11
HP:0100387,15
HP:0008497,3
HP:0010940,3
HP:0011912,15
HP:0002961,10
HP:0001982,10
HP:0001677,5
HP:0000546,11
HP:0002310,7
HP:0002331,7
HP:0030953,3
HP:0031284,9
HP:0031417,4
HP:0011161,7
HP:0012452,7
HP:0025258,3
HP:0030833,7
HP:0012199,7
HP:0008668,1
HP:0000617,11
HP:0002134,7
HP:0002457,7
HP:0002533,7
HP:0006961,7
HP:0040201,7
HP:0008770,7
HP:0004963,15
HP:0007588,9
HP:0007885,11
HP:0002953,15
HP:0002136,7
HP:0002300,7
HP:0002340,7
HP:0005327,3
HP:0007076,7
HP:0007308,7
HP:0003370,15
HP:0100864,15
HP:0002057,3
HP:0000456,3
HP:0007708,3
HP:0005453,3
HP:0006160,15
HP:0008451,15
HP:0010103,15
HP:0010493,15
HP:0006367,15
HP:0006283,3
HP:0006333,3
HP:0005626,15
HP:0011817,3
HP:0003041,15
HP:0001723,5
HP:0001965,3
HP:0011251,22
HP:0011272,22
HP:0005580,1
HP:0012330,1
HP:0004791,17
HP:0200097,3
HP:0005273,3
HP:0012033,8
HP:0000070,1
HP:0000096,1
HP:0010477,1
HP:0001075,9
HP:0009702,15
HP:0012225,3
HP:0004058,15
HP:0012905,3
HP:0200040,9
HP:0006866,7
HP:0100601,23
HP:0002292,9
HP:0007772,11
HP:0010965,13
HP:0100275,7
HP:0007042,7
HP:0001413,17
HP:0000947,15
HP:0003015,15
HP:0006172,15
HP:0001538,17
HP:0002763,15
HP:0003174,15
HP:0008178,15
HP:0002127,7
HP:0002193,7
HP:0007435,9
HP:0007460,24
HP:0007465,9
HP:0000081,1
HP:0007655,3
HP:0005686,15
HP:0008198,21
HP:0000480,3
HP:0006989,7
HP:0001877,10
HP:0001889,10
HP:0004826,10
HP:0005263,17
HP:0007820,3
HP:0030670,3
HP:0031111,8
HP:0040164,3
HP:0007633,3
HP:3000022,22
HP:0010622,15
HP:0012157,7
HP:0040188,15
HP:0002500,7
HP:0030190,2
HP:0200147,7
HP:0008955,2
HP:0010845,7
HP:0100252,15
HP:0003380,7
HP:0002396,7
HP:0010503,15
HP:0010689,15
HP:0100524,15
HP:0000468,3
HP:0005781,15
HP:0000685,3
HP:0001090,3
HP:0001870,15
HP:0003809,6
HP:0008993,6
HP:0009003,9
HP:0009839,15
HP:0011334,3
HP:0030781,13
HP:0030809,3
HP:0007146,7
HP:0006110,15
HP:0008080,15
HP:0010105,15
HP:0003750,2
HP:0410020,20
HP:0009739,22
HP:0000971,9
HP:0011159,7
HP:0000640,11
HP:0002322,7
HP:0003172,15
HP:0009771,15
HP:0100693,11
HP:0012227,1
HP:0030010,1
HP:0025408,16
HP:0100800,17
HP:0001460,2
HP:0003241,1
HP:0012400,13
HP:0004307,5
HP:0030690,3
HP:0100333,3
HP:0011027,1
HP:0007475,9
HP:0001116,3
HP:0010111,15
HP:0009909,22
HP:0002927,1
HP:0005844,15
HP:0008666,1
HP:0011754,7
HP:0011043,21
HP:0030018,1
HP:0000863,7
HP:0003223,13
HP:0006349,3
HP:0012746,9
HP:0040086,7
HP:0003799,15
HP:0007464,9
HP:0010463,1
HP:0006184,9
HP:0009185,2
HP:0010487,2
HP:0012506,7
HP:0100362,15
HP:0000860,21
HP:0002199,7
HP:0003164,7
HP:0005220,8
HP:0000315,3
HP:0008775,1
HP:0003782,0
HP:0100745,15
HP:0007559,9
HP:0000222,3
HP:0007497,9
HP:0008399,9
HP:0025270,17
HP:0040163,15
HP:0007021,7
HP:0002536,7
HP:0007227,7
HP:0030769,7
HP:0030531,11
HP:0040165,15
HP:0011302,24
HP:0012370,3
HP:0010733,9
HP:0040036,9
HP:0010799,7
HP:0002344,7
HP:0000619,11
HP:0007045,7
HP:0007987,11
HP:0011447,10
HP:0000793,1
HP:0003138,13
HP:0004802,10
HP:0007641,11
HP:0012587,1
HP:0030612,11
HP:0001476,3
HP:0003139,10
HP:0002444,7
HP:0001273,7
HP:0001837,15
HP:0001845,15
HP:0010564,4
HP:0010821,7
HP:0030021,22
HP:0410030,3
HP:0005684,15
HP:0010958,1
HP:0011026,1
HP:0030431,15
HP:0030799,3
HP:0003048,15
HP:0005917,15
HP:0006136,15
HP:0008213,7
HP:0008751,4
HP:0009958,15
HP:0009971,15
HP:0011734,21
HP:0011939,15
HP:0100260,15
HP:0200117,3
HP:0000273,3
HP:0000749,7
HP:0004444,10
HP:0002046,13
HP:0045074,3
HP:0100308,7
HP:0100532,11
HP:0007431,9
HP:0012472,3
HP:0008211,21
HP:0002917,13
HP:0100544,5
HP:0100771,17
HP:0010242,15
HP:0000063,1
HP:0007875,11
HP:0000309,3
HP:0006352,3
HP:0009932,3
HP:0040326,7
HP:0005725,15
HP:0000857,21
HP:0002254,17
HP:0100801,17
HP:0004762,5
HP:0011573,5
HP:0011581,5
HP:0010626,7
HP:0011466,17
HP:0011628,5
HP:0040196,3
HP:0001710,5
HP:0001713,5
HP:0004495,3
HP:0005120,5
HP:0005301,5
HP:0008619,22
HP:0008774,22
HP:0011718,5
HP:0000356,22
HP:0010460,1
HP:0000058,1
HP:0008726,1
HP:0012870,1
HP:0000149,1
HP:0009816,15
HP:0011740,21
HP:0200114,13
HP:0010544,11
HP:0040010,3
HP:0002198,7
HP:0100953,7
HP:0000641,11
HP:0000220,3
HP:0011472,17
HP:0011473,17
HP:0005758,3
HP:0001093,11
HP:0008071,23
HP:0009611,15
HP:0010055,15
HP:0001820,9
HP:0003688,2
HP:0025403,7
HP:0003547,2
HP:0004308,5
HP:0001946,13
HP:0010327,2
HP:0010339,2
HP:0011090,3
HP:0000796,1
HP:0011427,23
HP:0012521,11
HP:0001833,24
HP:0000598,22
HP:0007183,7
HP:0002928,13
HP:0012619,1
HP:0002542,7
HP:0000180,3
HP:0000199,3
HP:0100258,15
HP:0006145,15
HP:0009084,3
HP:0000197,3
HP:0000769,14
HP:0002031,17
HP:0003489,7
HP:0009588,22
HP:0009593,7
HP:0009911,3
HP:0010826,3
HP:0030177,7
HP:0012533,7
HP:0100008,7
HP:0100011,11
HP:0100697,8
HP:0011267,22
HP:0030868,1
HP:0004871,1
HP:0005944,4
HP:0011255,22
HP:0025023,17
HP:0010797,7
HP:0006880,7
HP:0010576,7
HP:0030915,7
HP:0009713,7
HP:0012534,7
HP:0030144,17
HP:0005446,3
HP:0006055,24
HP:0006439,15
HP:0006441,15
HP:0006747,7
HP:0100861,15
HP:0001225,15
HP:0001495,15
HP:0001504,15
HP:0005613,15
HP:0010668,3
HP:0000727,7
HP:0010524,7
HP:0000182,3
HP:0200049,7
HP:0010766,15
HP:0012645,7
HP:0100698,7
HP:0003406,7
HP:0006751,7
HP:0006851,7
HP:0007524,7
HP:0007576,8
HP:0012289,8
HP:0100527,4
HP:0100551,4
HP:0000976,9
HP:0010541,3
HP:0007535,9
HP:0006479,3
HP:0011070,3
HP:0011078,3
HP:0000326,3
HP:0001757,22
HP:0003771,3
HP:0011051,3
HP:0031353,22
HP:0100719,3
HP:0100789,3
HP:0100923,15
HP:0100898,9
HP:0007488,9
HP:0009121,15
HP:0001022,9
HP:0005465,3
HP:0008808,15
HP:0007412,9
HP:0010740,15
HP:0010543,11
HP:0006596,15
HP:0005250,17
HP:0200022,7
HP:0000166,3
HP:0001073,9
HP:0006308,3
HP:0011132,9
HP:0012465,13
HP:0040130,13
HP:0040135,13
HP:0001137,11
HP:0006293,3
HP:0010809,3
HP:0100037,3
HP:0005867,15
HP:0001440,15
HP:0006409,15
HP:0006768,7
HP:0007522,9
HP:0000064,1
HP:0025356,7
HP:0002176,7
HP:0004312,10
HP:0012371,3
HP:0012490,16
HP:0001104,11
HP:0003778,3
HP:0006511,4
HP:0008706,1
HP:0011531,11
HP:0011265,22
HP:0007209,3
HP:0008000,11
HP:0045037,3
HP:0025112,7
HP:0001917,1
HP:0000009,1
HP:0012638,7
HP:0004820,10
HP:0002680,3
HP:0005517,10
HP:0012372,11
HP:0005587,9
HP:0008225,21
HP:0011672,5
HP:0002297,9
HP:0002640,5
HP:0006748,7
HP:0007832,11
HP:0010619,14
HP:0012028,8
HP:0012315,8
HP:0100619,1
HP:0000300,3
HP:0011351,7
HP:0012450,17
HP:0012622,1
HP:0100301,2
HP:0003554,2
HP:0100033,7
HP:0100541,6
HP:0000341,3
HP:0003182,15
HP:0003279,15
HP:0010511,15
HP:0011229,3
HP:0004399,17
HP:0007165,7
HP:0030048,7
HP:0000888,15
HP:0004570,15
HP:0002907,1
HP:0005949,4
HP:0012520,7
HP:0000297,3
HP:0002188,7
HP:0012858,1
HP:0100853,14
HP:0003248,1
HP:0003550,13
HP:0000744,7
HP:0010506,9
HP:0045058,1
HP:0000742,7
HP:0011097,7
HP:0010627,7
HP:0004426,3
HP:0100028,21
HP:0005103,22
HP:0005121,15
HP:0007946,3
HP:0005523,10
HP:0002588,17
HP:0005266,8
HP:0012425,17
HP:0008660,1
HP:0012393,16
HP:0007605,9
HP:0012347,13
HP:0012358,13
HP:0002509,7
HP:0008936,2
HP:0011172,7
HP:0012301,13
HP:0004798,16
HP:0006583,17
HP:0040187,16
HP:0012363,13
HP:0030794,13
HP:0001985,13
HP:0001994,1
HP:0003162,21
HP:0004912,15
HP:0005979,13
HP:0006568,17
HP:0002945,15
HP:0004298,17
HP:0005359,21
HP:0001040,15
HP:0001060,15
HP:0008729,1
HP:0009760,15
HP:0011842,15
HP:0001663,5
HP:0005144,5
HP:0010872,5
HP:0012251,5
HP:0012270,2
HP:0031319,5
HP:0040014,13
HP:0004423,3
HP:0009745,7
HP:0011832,3
HP:0000537,3
HP:0009662,15
HP:0025537,9
HP:0025538,9
HP:0008108,15
HP:0012107,15
HP:0000973,9
HP:0100734,15
HP:0001120,11
HP:0006368,24
HP:0010701,10
HP:0003382,7
HP:0000674,3
HP:0004904,21
HP:0200067,23
HP:0100632,4
HP:0008559,22
HP:0008407,9
HP:0008425,15
HP:0006420,15
HP:0010038,15
HP:0007099,7
HP:0001293,7
HP:0002196,7
HP:0004608,15
HP:0007067,7
HP:0009591,7
HP:0010558,3
HP:0010825,7
HP:0011389,22
HP:0012046,7
HP:0001437,2
HP:0010536,7
HP:0012366,3
HP:0007439,9
HP:0008394,9
HP:0012725,15
HP:0040111,22
HP:0004442,3
HP:0002778,4
HP:0008112,2
HP:0009540,2
HP:0010621,15
HP:0002663,15
HP:0100600,1
HP:0009112,2
HP:0011635,5
HP:0010767,15
HP:0000890,15
HP:0005769,15
HP:0006077,15
HP:0006712,15
HP:0006713,15
HP:0008472,15
HP:0008807,15
HP:0008857,15
HP:0009100,3
HP:0000523,11
HP:0011483,11
HP:0011493,11
HP:0031159,11
HP:0200012,7
HP:0008185,21
HP:0010791,1
HP:0003400,7
HP:0008437,15
HP:0012398,13
HP:0007407,9
HP:0000253,7
HP:0001788,23
HP:0003160,13
HP:0004993,15
HP:0005272,3
HP:0005425,4
HP:0006114,9
HP:0006891,7
HP:0007457,9
HP:0008113,9
HP:0008947,2
HP:0010838,13
HP:0025167,9
HP:0200141,3
HP:0011995,5
HP:0010989,10
HP:0001884,24
HP:0030604,11
HP:0006329,3
HP:0004236,15
HP:0003310,15
HP:0004979,15
HP:0006505,15
HP:0007517,9
HP:0008788,15
HP:0012767,23
HP:0430005,3
HP:0430028,3
HP:3000077,3
HP:0030348,21
HP:0003871,15
HP:0040253,1
HP:0000301,3
HP:0001245,2
HP:0006143,15
HP:0010765,9
HP:0012428,15
HP:0030842,7
HP:0001563,23
HP:0001958,13
HP:0001043,3
HP:0002692,3
HP:0002753,15
HP:0005461,3
HP:0008197,21
HP:0010665,15
HP:0100671,15
HP:0003016,15
HP:0004417,5
HP:0004931,7
HP:0006224,15
HP:0007427,9
HP:0000877,21
HP:0011356,9
HP:0100546,5
HP:0040113,22
HP:0003808,2
HP:0005320,9
HP:0010663,7
HP:0025124,3
HP:0000585,11
HP:0002572,17
HP:0040160,15
HP:0003573,13
HP:0006557,17
HP:0000224,3
HP:0002232,9
HP:0011300,15
HP:0011833,3
HP:0000451,3
HP:0002472,7
HP:0002883,4
HP:0040082,7
HP:0012189,10
HP:0011122,9
HP:0002694,3
HP:0004054,15
HP:0100925,15
HP:0001096,3
HP:0006740,1
HP:0001864,15
HP:0004689,15
HP:0004704,15
HP:0005495,3
HP:0009913,22
HP:0010945,1
HP:0011918,15
HP:0040018,15
HP:0040022,15
HP:0001711,5
HP:0005176,5
HP:0008609,22
HP:0011546,5
HP:0007519,6
HP:0009700,15
HP:0006714,15
HP:0100629,3
HP:0000216,3
HP:0000237,3
HP:0005494,3
HP:0001414,17
HP:0001922,10
HP:0004333,10
HP:0004395,17
HP:0010512,21
HP:0001667,5
HP:0004890,4
HP:0005317,4
HP:3000042,3
HP:0001785,15
HP:0012098,13
HP:0003549,6
HP:0003365,15
HP:0010588,15
HP:0030038,15
HP:0030445,7
HP:0006780,21
HP:0002009,3
HP:0003309,15
HP:0003561,0
HP:0008683,1
HP:0011341,3
HP:0002366,7
HP:0007190,7
HP:0010549,7
HP:0002283,7
HP:0030223,7
HP:0000710,7
HP:0000723,7
HP:0000757,7
HP:0002493,7
HP:0011204,7
HP:0030212,7
HP:0030213,7
HP:0012671,7
HP:0000123,1
HP:0002470,7
HP:0009127,2
HP:0009798,21
HP:0010502,15
HP:0006538,4
HP:0010776,4
HP:0012387,4
HP:0006543,4
HP:0045009,15
HP:0009881,15
HP:0010102,15
HP:0010107,15
HP:0000188,3
HP:0000331,3
HP:0002696,3
HP:0005793,15
HP:0006628,15
HP:0010067,15
HP:0010537,3
HP:0011061,3
HP:0011451,3
HP:0012294,3
HP:0001920,1
HP:0012809,3
HP:0030816,3
HP:0002837,3
HP:0005135,5
HP:0008697,1
HP:0009942,15
HP:0002056,3
HP:0002190,7
HP:0002690,3
HP:0025247,9
HP:0001212,15
HP:0008587,22
HP:0002728,9
HP:0011349,7
HP:0005745,15
HP:0000292,3
HP:0009059,6
HP:0006470,15
HP:0008476,15
HP:0012811,3
HP:0100678,9
HP:0100769,15
HP:0008469,15
HP:0010994,7
HP:0030265,1
HP:0100581,1
HP:0025134,21
HP:0030001,3
HP:0045017,5
HP:0001435,2
HP:0008952,2
HP:0012047,11
HP:0000418,3
HP:0003717,9
HP:0000287,3
HP:0003233,13
HP:0004943,5
HP:0030685,21
HP:0040266,2
HP:0009927,3
HP:0005174,5
HP:0008777,4
HP:0009017,6
HP:0003117,21
HP:0200007,3
HP:0002549,7
HP:0011458,17
HP:0040264,7
HP:0000282,3
HP:0006499,15
HP:0009733,7
HP:0012190,10
HP:0012191,10
HP:0000867,21
HP:0003207,15
HP:0011986,15
HP:0009838,15
HP:0005956,4
HP:0009555,3
HP:0008419,15
HP:0009834,15
HP:0010052,15
HP:0010239,15
HP:0001782,15
HP:0004679,15
HP:0006170,15
HP:0010644,3
HP:0007006,7
HP:0000913,15
HP:0100503,13
HP:0012051,13
HP:0004446,10
HP:0006737,7
HP:0000740,7
HP:0001069,9
HP:0001095,11
HP:0002864,7
HP:0003345,1
HP:0003574,5
HP:0003639,1
HP:0008629,22
HP:0010532,22
HP:0011979,1
HP:0025269,7
HP:0003057,15
HP:0001308,3
HP:0007001,7
HP:0012473,3
HP:0002378,7
HP:0045084,7
HP:0011991,10
HP:0007024,7
HP:0007089,7
HP:0040140,7
HP:0002398,7
HP:0008773,22
HP:0008628,22
HP:0005102,22
HP:0004524,9
HP:0002624,5
HP:0010714,15
HP:0040009,9
HP:0100528,4
HP:0100617,1
HP:0006779,8
HP:0007129,7
HP:0030071,8
HP:0004197,15
HP:0004218,15
HP:0006019,15
HP:0001032,15
HP:0005807,15
HP:0010179,15
HP:0010182,15
HP:0005650,15
HP:0100444,15
HP:0003328,9
HP:0030853,0
HP:0005880,15
HP:0100264,15
HP:0002451,7
HP:0010580,15
HP:0000290,3
HP:0009931,3
HP:0025104,9
HP:0030149,5
HP:0012734,13
HP:0000799,1
HP:0001735,16
HP:0002635,5
HP:0004950,5
HP:0010874,15
HP:0012397,5
HP:0002625,10
HP:0011790,21
HP:0008249,21
HP:0011784,21
HP:0006846,7
HP:0007334,7
HP:0001727,10
HP:0003613,16
HP:0001992,1
HP:0004357,13
HP:0005687,15
HP:0000586,15
HP:0010539,3
HP:0010565,4
HP:0009129,2
HP:0003482,2
HP:0003730,2
HP:0008988,2
HP:0012548,2
HP:0008703,1
HP:0100621,1
HP:0006273,17
HP:0009085,3
HP:0005281,3
HP:0001335,7
HP:0010649,3
HP:0004959,5
HP:0005162,5
HP:0012163,5
HP:0012763,4
HP:0200146,5
HP:0025109,10
HP:0004804,10
HP:0004447,10
HP:0011273,10
HP:0012463,13
HP:0000935,15
HP:0006844,7
HP:0010298,3
HP:0001141,11
HP:0012795,11
HP:0003276,15
HP:0012174,7
HP:0012113,13
HP:0100571,5
HP:0010632,3
HP:0001719,5
HP:0010633,3
HP:0011638,5
HP:0012020,5
HP:0005211,17
HP:0010444,5
HP:0012430,7
HP:0100841,17
HP:0001327,7
HP:0007201,7
HP:0002506,7
HP:0003950,15
HP:0002550,9
HP:0007383,9
HP:0007267,7
HP:0005508,8
HP:0031006,7
HP:0006775,10
HP:0025346,13
HP:0100778,16
HP:0006873,7
HP:0011402,7
HP:0007220,7
HP:0010862,7
HP:0025405,11
HP:0004646,3
HP:0009935,3
HP:0011954,17
HP:0006707,5
HP:0030830,4
HP:0001685,5
