,color
HP:0030829,4
HP:0010882,5
HP:0010904,13
HP:0012237,1
HP:0012662,7
HP:0030904,7
HP:0002010,3
HP:0002411,7
HP:0001403,17
HP:0006573,17
HP:0008372,13
HP:0011980,17
HP:0100514,13
HP:0007906,11
HP:0100832,11
HP:0001147,11
HP:0007917,11
HP:0040049,11
HP:0011716,5
HP:0030448,8
HP:0003353,13
HP:0002154,13
HP:0010851,7
HP:0012705,7
HP:0005957,4
HP:0005972,13
HP:0011013,13
HP:0000533,11
HP:0030856,11
HP:0007548,9
HP:0003201,2
HP:0000996,3
HP:0010569,13
HP:0004625,15
HP:0006589,15
HP:0005222,17
HP:0100628,17
HP:0011627,5
HP:0006704,5
HP:0006783,3
HP:0006517,4
HP:0001217,15
HP:0002087,4
HP:0003651,5
HP:0010876,13
HP:0045051,4
HP:0025391,4
HP:0001991,15
HP:0006931,7
HP:0007483,9
HP:0008670,1
HP:0012532,7
HP:0012888,1
HP:0030711,1
HP:0002909,1
HP:0006463,15
HP:0002454,7
HP:0011951,4
HP:0008760,7
HP:0030216,7
HP:0007843,11
HP:0011508,11
HP:0030644,11
HP:0100014,11
HP:0200056,11
HP:0011506,11
HP:0030530,11
HP:0011505,11
HP:0030609,11
HP:0010322,15
HP:0012252,4
HP:0004332,10
HP:0012192,10
HP:0001911,10
HP:0000019,1
HP:0002729,16
HP:0100577,1
HP:0100787,1
HP:0011232,3
HP:0040079,3
HP:0100501,3
HP:0011896,11
HP:0012305,5
HP:0011103,5
HP:0011682,5
HP:0010883,5
HP:0005295,5
HP:0005401,16
HP:0011108,15
HP:0006763,8
HP:0030417,1
HP:0011645,5
HP:0012557,7
HP:0025075,5
HP:0030850,5
HP:0012727,5
HP:0040268,22
HP:0005133,5
HP:0030848,5
HP:0003215,1
HP:0003234,13
HP:0045045,13
HP:0002882,4
HP:0009723,9
HP:0011884,10
HP:0012223,16
HP:0012886,1
HP:0100845,16
HP:0001934,10
HP:0012151,4
HP:0012233,2
HP:0040247,10
HP:0005310,5
HP:0008366,2
HP:0009473,2
HP:0100958,15
HP:0030142,17
HP:0002634,5
HP:0007587,9
HP:0030406,8
HP:0012125,1
HP:0001117,11
HP:0007011,7
HP:0007942,11
HP:0011357,9
HP:0030517,11
HP:0004948,5
HP:0200025,3
HP:0007305,7
HP:0001038,9
HP:0000234,3
HP:0000263,3
HP:0005458,3
HP:0012748,7
HP:0012749,7
HP:0030430,7
HP:0007872,11
HP:0011513,11
HP:0012721,5
HP:0010625,7
HP:0001094,11
HP:0010451,16
HP:0012220,10
HP:0011771,21
HP:0004937,5
HP:0004481,3
HP:0009878,7
HP:0002350,7
HP:0007352,7
HP:0007824,11
HP:0011695,7
HP:0006489,15
HP:0006491,15
HP:0002494,7
HP:0002530,7
HP:0005341,7
HP:0008652,7
HP:0010545,11
HP:0012670,5
HP:0030015,1
HP:0100595,15
HP:0025461,20
HP:0001575,7
HP:0011787,21
HP:0001102,11
HP:0012508,11
HP:0003137,1
HP:0008358,13
HP:0003466,21
HP:0025380,21
HP:0025436,21
HP:0500022,21
HP:0002925,7
HP:0012560,21
HP:0000832,21
HP:0004232,15
HP:0005008,15
HP:0008755,4
HP:0000092,1
HP:0000097,1
HP:0000117,1
HP:0002752,15
HP:0003013,15
HP:0003020,15
HP:0003025,15
HP:0003029,15
HP:0003109,1
HP:0003126,1
HP:0003149,1
HP:0003152,21
HP:0005576,1
HP:0005574,1
HP:0008732,13
HP:0003158,1
HP:0003228,13
HP:0004906,13
HP:0003768,7
HP:0001912,10
HP:0025318,1
HP:0100592,17
HP:0002335,7
HP:0009921,11
HP:0004618,15
HP:0005106,15
HP:0006913,7
HP:0006559,15
HP:0011927,15
HP:0012099,21
HP:0006858,7
HP:0011868,7
HP:0025459,7
HP:0011948,4
HP:0002189,7
HP:0002524,7
HP:0011903,10
HP:0000481,11
HP:0008341,1
HP:0012637,1
HP:0008672,1
HP:0003529,1
HP:0004363,13
HP:0007803,11
HP:0000575,11
HP:0001756,22
HP:0007029,7
HP:0012518,7
HP:0040197,7
HP:0003513,1
HP:0008250,13
HP:0002918,13
HP:0012609,1
HP:0005421,16
HP:0025300,9
HP:0025343,16
HP:0045042,16
HP:0045073,16
HP:0005513,10
HP:0011974,10
HP:0003351,21
HP:0003081,1
HP:0002043,17
HP:0006735,1
HP:0010727,11
HP:0000139,1
HP:0002642,5
HP:0004947,5
HP:0007900,3
HP:0100645,1
HP:0000977,9
HP:0002579,17
HP:0011502,11
HP:0001001,9
HP:0012287,7
HP:0000696,3
HP:0004639,13
HP:0002492,7
HP:0025101,7
HP:0004354,13
HP:0001902,10
HP:0011883,10
HP:0012143,10
HP:0040223,5
HP:0100598,13
HP:0001583,11
HP:0009062,2
HP:0012343,13
HP:0030089,2
HP:0004563,3
HP:0000743,7
HP:0012678,7
HP:0012049,7
HP:0012179,7
HP:0031008,7
HP:0002060,7
HP:0002538,7
HP:0009879,7
HP:0012757,7
HP:0008763,7
HP:0001929,10
HP:0006298,10
HP:0008028,11
HP:0008716,1
HP:0000056,1
HP:0030258,1
HP:0100847,9
HP:0004889,4
HP:0005991,3
HP:0030319,3
HP:0001708,5
HP:0000317,2
HP:0031139,2
HP:0002438,7
HP:0007260,7
HP:0007700,11
HP:0000817,7
HP:0030047,7
HP:0100318,7
HP:0003698,2
HP:0002406,7
HP:0011347,11
HP:0006886,7
HP:0006937,7
HP:0030891,7
HP:0030051,7
HP:0003383,7
HP:0003448,7
HP:0006938,7
HP:0006986,7
HP:0012207,1
HP:0012864,1
HP:0012865,1
HP:0006958,7
HP:0007377,7
HP:0012043,11
HP:0002453,7
HP:0002600,7
HP:0007054,7
HP:0000630,5
HP:0002730,16
HP:0002895,21
HP:0005994,21
HP:0006528,4
HP:0006766,1
HP:0012288,8
HP:3000037,3
HP:0003045,15
HP:0003084,15
HP:0003886,15
HP:0008110,24
HP:0008124,24
HP:0012542,9
HP:0030055,9
HP:0000372,22
HP:0010485,15
HP:0000736,7
HP:0004540,9
HP:0025191,7
HP:0011067,3
HP:0025517,7
HP:0400005,22
HP:0002403,7
HP:0002418,7
HP:0009792,1
HP:0100872,9
HP:0011729,15
HP:0012286,7
HP:0025331,11
HP:0002339,7
HP:0004323,0
HP:0009821,15
HP:0005856,15
HP:0005974,13
HP:0008034,11
HP:0030613,11
HP:0012345,13
HP:0011339,3
HP:0003797,2
HP:0030099,2
HP:0011166,7
HP:0011706,5
HP:0100285,2
HP:0006808,7
HP:0012762,7
HP:0011246,22
HP:0012680,21
HP:0100703,7
HP:0025313,11
HP:0005307,7
HP:0012339,13
HP:0010571,13
HP:0003535,1
HP:0000549,11
HP:0011431,23
HP:0007221,7
HP:0025128,6
HP:0002275,7
HP:0006698,5
HP:0006956,7
HP:0007082,7
HP:0012407,7
HP:0005853,15
HP:0025201,13
HP:0025244,11
HP:0012182,9
HP:0011443,7
HP:0030215,7
HP:0001326,7
HP:0025152,11
HP:0001112,11
HP:0030191,7
HP:0030202,7
HP:0030205,2
HP:0009028,2
HP:0002265,22
HP:0007695,11
HP:0012704,7
HP:0030050,7
HP:0001325,7
HP:0030812,16
HP:0040215,21
HP:0006353,3
HP:0007266,7
HP:0011408,0
HP:0100689,11
HP:0005365,10
HP:0012504,7
HP:0100803,9
HP:0100738,7
HP:0400004,22
HP:0003265,13
HP:0011234,22
HP:0012172,7
HP:0000745,7
HP:0010528,7
HP:0012083,7
HP:0030902,7
HP:0030905,7
HP:0040306,20
HP:0002825,15
HP:0040016,15
HP:0003066,15
HP:0009787,2
HP:0045007,7
HP:0025015,5
HP:0025324,5
HP:0012101,13
HP:0005116,5
HP:0011488,11
HP:0100018,11
HP:0012608,1
HP:0040148,7
HP:0001953,21
HP:0003237,10
HP:0004924,13
HP:0012153,13
HP:0100879,1
HP:0002480,7
HP:0012402,1
HP:0010913,13
HP:0008940,16
HP:0011897,10
HP:0007686,11
HP:0003116,5
HP:0012771,24
HP:0003763,7
HP:0006316,3
HP:0011822,3
HP:0005096,15
HP:0005764,15
HP:0010639,13
HP:0011036,1
HP:0012052,13
HP:0100511,13
HP:0030757,3
HP:0100036,15
HP:0100686,6
HP:0003472,7
HP:0010866,17
HP:0003528,13
HP:0005305,10
HP:0008450,15
HP:0002286,9
HP:0003456,1
HP:0007489,9
HP:0007394,9
HP:0200151,8
HP:0025502,0
HP:0000454,3
HP:0007164,7
HP:0001899,10
HP:0011920,13
HP:0001041,9
HP:0000503,5
HP:0009725,1
HP:0006943,7
HP:0007017,7
HP:0007158,7
HP:0010846,7
HP:0011099,7
HP:0012672,7
HP:0100256,7
HP:0010542,11
HP:0100292,7
HP:0010927,13
HP:0025196,13
HP:0025321,13
HP:0002711,3
HP:0001978,10
HP:0004453,22
HP:0010455,15
HP:0011223,3
HP:0030042,15
HP:0040166,15
HP:0002352,7
HP:0008519,15
HP:0000676,3
HP:0008714,1
HP:0009471,2
HP:0010653,7
HP:0010618,1
HP:0030126,1
HP:0100244,8
HP:0030451,17
HP:0002476,7
HP:0003282,13
HP:0001054,9
HP:0100739,7
HP:0006979,7
HP:0025464,20
HP:0000748,7
HP:0031466,7
HP:0011331,3
HP:0004673,3
HP:0007034,7
HP:0007311,7
HP:0007975,11
HP:0012706,7
HP:0012708,7
HP:0001787,23
HP:0000245,3
HP:0000250,3
HP:0010540,3
HP:0012106,15
HP:0003095,15
HP:0005366,4
HP:0045025,3
HP:0030081,7
HP:0003444,2
HP:0007133,7
HP:0025013,7
HP:0031358,7
HP:0100852,7
HP:0003642,13
HP:0007301,7
HP:0410018,16
HP:0012593,1
HP:0005258,2
HP:0005466,3
HP:0009119,3
HP:0012846,9
HP:0045059,9
HP:0012480,7
HP:0025019,5
HP:0001896,10
HP:0012464,13
HP:0004823,10
HP:0025066,10
HP:0012134,10
HP:0100836,7
HP:0010514,7
HP:0011759,7
HP:0011762,7
HP:0005101,22
HP:0012290,8
HP:0011407,0
HP:0012411,21
HP:0030269,21
HP:0003040,15
HP:0031087,0
HP:0008373,21
HP:0011401,7
HP:0007351,7
HP:0100287,2
HP:0006865,7
HP:0003759,5
HP:0031368,17
HP:0009617,15
HP:0012511,11
HP:0030187,7
HP:0031166,7
HP:0002511,7
HP:0007678,3
HP:0005588,9
HP:0002290,9
HP:0025175,4
HP:0025179,4
HP:0025390,4
HP:0003874,15
HP:0025268,7
HP:0008314,13
HP:0009072,7
HP:0011923,13
HP:0007178,7
HP:0030230,2
HP:0001301,7
HP:0200085,7
HP:0008945,7
HP:0000699,3
HP:0010281,3
HP:0012292,3
HP:3000010,3
HP:0011834,7
HP:0030402,10
HP:0004962,15
HP:0005340,1
HP:0000531,11
HP:0003111,13
HP:0004918,13
HP:0002926,21
HP:0002958,16
HP:0004387,16
HP:0005353,16
HP:0002724,16
HP:0004966,15
HP:0011459,8
HP:0030355,16
HP:0005177,5
HP:0006693,5
HP:3000062,3
HP:0012373,11
HP:0030882,5
HP:0025357,7
HP:0004719,1
HP:0011933,7
HP:0000803,1
HP:0002100,4
HP:0002280,7
HP:0004629,15
HP:0004991,15
HP:0006668,15
HP:0006711,15
HP:0008445,15
HP:0008797,15
HP:0010013,15
HP:0031528,11
HP:0100259,15
HP:0100954,7
HP:0012205,1
HP:0012868,1
HP:0001128,3
HP:0002055,3
HP:0011336,3
HP:0004554,9
HP:0011124,9
HP:0100494,10
HP:3000019,3
HP:0012166,7
HP:0012743,0
HP:0009042,2
HP:0012881,1
HP:0006094,15
HP:0002687,3
HP:0002944,15
HP:0009929,3
HP:0025100,7
HP:0000399,22
HP:0002655,15
HP:0006980,7
HP:0006555,17
HP:0040291,2
HP:0005229,17
HP:0025085,17
HP:0002722,16
HP:0005224,16
HP:0100889,17
HP:0010959,4
HP:0007980,11
HP:0003724,2
HP:0011808,7
HP:0011711,5
HP:0030664,2
HP:0031108,2
HP:0006251,15
HP:0010505,15
HP:0007179,11
HP:0010280,3
HP:0031181,9
HP:0012213,1
HP:0012625,1
HP:0007015,7
HP:0100767,23
HP:0011403,23
HP:0004840,10
HP:0011400,7
HP:0100886,3
HP:0012850,17
HP:0025149,17
HP:0003387,7
HP:0008049,3
HP:0002849,16
HP:0005354,10
HP:0005368,16
HP:0005390,16
HP:0025379,16
HP:0030813,16
HP:0000753,7
HP:0011368,9
HP:0012448,7
HP:0002508,7
HP:0011947,4
HP:0012238,13
HP:0000660,11
HP:0009789,9
HP:0025460,7
HP:0040168,7
HP:0010832,7
HP:0003419,7
HP:0011397,7
HP:0031064,20
HP:0001105,11
HP:0012569,1
HP:0007327,7
HP:0012087,13
HP:0012088,1
HP:0008093,15
HP:0012537,13
HP:0007057,7
HP:0030746,7
HP:0012893,3
HP:0012477,7
HP:0040191,2
HP:0030439,8
HP:0030438,8
HP:0002161,13
HP:0003206,13
HP:0004897,13
HP:0010967,13
HP:0006256,15
HP:0012222,5
HP:0002152,13
HP:0004341,13
HP:0004661,3
HP:0002872,4
HP:0004885,4
HP:0011469,17
HP:0012801,3
HP:0005943,4
HP:0025401,11
HP:0002639,5
HP:0030242,10
HP:0012011,7
HP:0025518,11
HP:0000052,1
HP:0000800,1
HP:0010480,1
HP:0030261,1
HP:0012583,1
HP:0012584,1
HP:0012620,1
HP:0100590,1
HP:0100599,1
HP:0030275,1
HP:0010475,1
HP:0011140,17
HP:0005223,17
HP:0003736,2
HP:0005085,15
HP:0012515,2
HP:0012496,4
HP:0030007,2
HP:0100284,2
HP:0025169,5
HP:0009063,2
HP:0009077,2
HP:0030046,2
HP:0005934,4
HP:0008756,4
HP:0031374,2
HP:0430015,3
HP:0007149,2
HP:0100299,2
HP:0040047,2
HP:0007269,2
HP:0031206,7
HP:0011470,17
HP:0005521,10
HP:0007468,9
HP:0004552,3
HP:0100809,3
HP:0030019,1
HP:0008072,23
HP:0002050,1
HP:0010679,13
HP:0030087,21
HP:0100133,9
HP:0100245,8
HP:0002140,7
HP:0010936,1
HP:0012089,5
HP:0012035,9
HP:0200044,9
HP:0007410,9
HP:0031013,15
HP:0031057,9
HP:0002891,1
HP:0006732,1
HP:0007437,9
HP:0007620,9
HP:0100580,8
HP:0004057,24
HP:0040228,10
HP:0030160,1
HP:0008200,21
HP:0100662,15
HP:0200047,22
HP:0011779,21
HP:0004894,4
HP:0011805,2
HP:0011766,21
HP:0012232,5
HP:0008696,1
HP:0008236,21
HP:0002805,15
HP:0010314,21
HP:0002686,23
HP:0011603,5
HP:0011615,4
HP:0011620,0
HP:0008771,22
HP:0010446,5
HP:0006691,5
HP:0100606,4
HP:0010815,9
HP:0011838,9
HP:0007570,9
HP:0007988,11
HP:0011509,11
HP:0005590,9
HP:0009319,2
HP:0010636,7
HP:0001741,1
HP:0012451,17
HP:0002583,16
HP:0100517,1
HP:0100616,1
HP:0010647,9
HP:0011471,17
HP:0002372,7
HP:0007098,7
HP:0007166,7
HP:0004360,13
HP:0010291,3
HP:0011330,3
HP:0005145,5
HP:0030814,16
HP:0006901,13
HP:0004637,15
HP:0410019,20
HP:0011972,7
HP:0100950,13
HP:0006929,7
HP:0030796,13
HP:0002605,17
HP:0012486,7
HP:0007499,16
HP:0012419,4
HP:0030828,4
HP:0005968,13
HP:0000591,11
HP:0011859,11
HP:0004296,5
HP:0012702,17
HP:0001227,2
HP:0100870,9
HP:0012631,11
HP:0012634,11
HP:0100280,16
HP:0007455,9
HP:0004404,14
HP:0007471,9
HP:0030503,11
HP:0040211,9
HP:0010972,10
HP:0040185,10
HP:0007856,11
HP:0011495,11
HP:0001089,11
HP:0004329,11
HP:0012122,11
HP:0012804,11
HP:0010924,11
HP:0000552,11
HP:0000642,11
HP:0007787,11
HP:0007795,11
HP:0007976,11
HP:0010923,11
HP:0004599,15
HP:0010865,7
HP:0025253,7
HP:0031468,7
HP:0040183,17
HP:0100754,7
HP:0001742,3
HP:0012081,7
HP:0012844,9
HP:0008416,15
HP:0010442,15
HP:0002661,7
HP:0007249,7
HP:0025249,9
HP:0007430,13
HP:0030005,5
HP:0008465,15
HP:0005857,7
HP:0010309,15
HP:0004443,3
HP:0008843,15
HP:0011848,7
HP:0030155,1
HP:0030943,20
HP:0007379,1
HP:0010787,1
HP:0011433,23
HP:0006899,7
HP:0010664,7
HP:0100321,7
HP:0010734,15
HP:0010939,3
HP:0430000,3
HP:0012093,21
HP:0004915,13
HP:0001343,7
HP:0004365,13
HP:0008796,24
HP:0001211,15
HP:0011268,22
HP:0008285,13
HP:0011785,21
HP:0011786,21
HP:0005165,5
HP:0002923,16
HP:0001560,23
HP:0003785,7
HP:0025430,12
HP:0030917,23
HP:0010895,13
HP:0010900,13
HP:0010909,13
HP:0030447,21
HP:0025474,9
HP:0025475,9
HP:0005526,10
HP:0030692,7
HP:0040095,22
HP:0040217,10
HP:0009894,22
HP:0040025,15
HP:0011221,3
HP:0004810,10
HP:0012647,16
HP:0011340,3
HP:0010617,5
HP:0005462,7
HP:0012064,15
HP:0007401,11
HP:0011747,7
HP:0011757,7
HP:0006481,3
HP:0005072,15
HP:0006149,15
HP:0011910,15
HP:0005230,17
HP:0012689,7
HP:0025406,20
HP:0010956,1
HP:0005240,17
HP:0003125,10
HP:0007911,11
HP:0004859,10
HP:0008915,0
HP:0001960,13
HP:0003527,13
HP:0011038,1
HP:0011438,23
HP:0005104,3
HP:0009117,3
HP:0006493,15
HP:0006496,15
HP:0007549,9
HP:0012054,11
HP:0011524,11
HP:0012055,11
HP:0000539,11
HP:0007902,11
HP:0008494,11
HP:0010920,11
HP:0030786,11
HP:0030800,11
HP:0004724,1
HP:0010531,7
HP:0003988,15
HP:0009373,15
HP:0005200,17
HP:0006536,4
HP:0011944,5
HP:0004968,7
HP:0005302,5
HP:0005313,5
HP:0012158,5
HP:0002563,5
HP:0006641,15
HP:0004751,5
HP:0002266,7
HP:0011151,7
HP:0011793,8
HP:0010841,7
HP:0030092,2
HP:0006957,7
HP:0030951,2
HP:0030838,7
HP:0002450,7
HP:0004347,4
HP:0012123,11
HP:0006210,15
HP:0012814,14
HP:0031162,7
HP:0010523,7
HP:0030217,7
HP:0030049,7
HP:0100594,17
HP:0010284,3
HP:0025062,7
HP:0007797,11
HP:0002390,7
HP:0006773,9
HP:0100249,15
HP:0005505,10
HP:0007793,11
HP:0012167,7
HP:0012787,1
HP:0006202,15
HP:0006378,15
HP:0008095,15
HP:0100959,15
HP:0008031,11
HP:0008444,15
HP:0006671,5
HP:0031041,5
HP:0000916,15
HP:0003021,15
HP:0006402,15
HP:0025289,16
HP:0025143,20
HP:0200029,9
HP:0002697,3
HP:0005950,4
HP:0030000,2
HP:0030209,16
HP:0030357,4
HP:0002408,7
HP:0009145,7
HP:0100711,15
HP:0000207,3
HP:0006159,15
HP:0008498,3
HP:0010112,15
HP:0012324,10
HP:0011372,22
HP:0004844,10
HP:0005550,10
HP:0000897,15
HP:0001030,9
HP:0006770,1
HP:0007603,9
HP:0100877,1
HP:0000559,11
HP:0009887,9
HP:0012281,17
HP:0100676,1
HP:0000214,5
HP:0003761,2
HP:0100557,15
HP:0011677,5
HP:0010484,24
HP:0010496,24
HP:0007485,6
HP:0002840,16
HP:0012344,9
HP:0012050,13
HP:0100762,17
HP:0030147,7
HP:0040132,7
HP:0007737,11
HP:0040078,7
HP:0007390,9
HP:0008115,15
HP:0025312,11
HP:0009603,15
HP:0011318,3
HP:0006000,1
HP:0012092,17
HP:0100254,15
HP:0002135,7
HP:0005450,3
HP:0005490,3
HP:0007862,11
HP:0030346,21
HP:0005025,15
HP:0003943,15
HP:0004987,15
HP:0002651,15
HP:0004566,15
HP:0010656,15
HP:0100866,15
HP:0006640,15
HP:0008786,15
HP:0000840,21
HP:0008226,21
HP:0008258,21
HP:0011742,21
HP:0000839,7
HP:0011755,7
HP:0012731,7
HP:0000381,22
HP:0011384,22
HP:0012717,22
HP:0005225,13
HP:0012027,13
HP:0007041,7
HP:0030907,7
HP:0001895,10
HP:0009805,5
HP:0011105,5
HP:0040085,21
HP:0008239,21
HP:0011363,9
HP:0030014,1
HP:0100000,21
HP:0010785,1
HP:0008247,21
HP:0011782,21
HP:0011804,2
HP:0012224,16
HP:0006562,16
HP:0009831,7
HP:0007447,9
HP:0008227,7
HP:0006960,7
HP:0012185,7
HP:0009642,15
HP:0010041,15
HP:0025027,9
HP:0004438,3
HP:0010027,15
HP:0000905,15
HP:0012156,10
HP:0004923,13
HP:0011127,9
HP:0003811,19
HP:0007428,3
HP:0008765,7
HP:0000495,11
HP:0001790,23
HP:0005868,15
HP:0012221,9
HP:0001027,9
HP:0003826,19
HP:0012023,13
HP:0005681,15
HP:0010287,3
HP:0010676,17
HP:0011857,10
HP:0011949,4
HP:0030164,5
HP:0030834,7
HP:0007078,7
HP:0012317,15
HP:0012312,10
HP:0003733,2
HP:0002365,7
HP:0012697,7
HP:0004445,10
HP:0011889,10
HP:0009763,7
HP:0010742,13
HP:0010834,7
HP:0031005,7
HP:0040170,9
HP:0007707,11
HP:0008062,11
HP:0011118,16
HP:0011338,3
HP:0005986,3
HP:0025439,3
HP:0001966,1
HP:0002062,7
HP:0030866,15
HP:0100707,7
HP:0100491,15
HP:0005976,13
HP:0030083,7
HP:0004860,10
HP:0008720,1
HP:0100288,7
HP:0000242,3
HP:0001248,24
HP:0002703,3
HP:0006391,15
HP:0008438,15
HP:0006243,15
HP:0004582,15
HP:0004018,15
HP:0006413,15
HP:0006434,15
HP:0006633,15
HP:0004268,15
HP:0006239,15
HP:0004439,3
HP:0001129,11
HP:0007994,11
HP:0003090,15
HP:0031546,5
HP:0001438,17
HP:0001046,9
HP:0006723,21
HP:0030145,17
HP:0006476,21
HP:0007159,7
HP:0005609,17
HP:0005208,17
HP:0030895,17
HP:0006719,8
HP:0005345,5
HP:0100568,21
HP:0008261,21
HP:0011798,1
HP:0031246,4
HP:0001005,9
HP:0003144,21
HP:0004385,17
HP:0012701,17
HP:0025428,4
HP:0031566,5
HP:0010886,15
HP:0010822,11
HP:0002374,7
HP:0005329,3
HP:0006919,7
HP:0030188,7
HP:0200149,7
HP:0012753,7
HP:0003563,13
HP:0008181,13
HP:0010875,7
HP:0011900,10
HP:0004880,4
HP:0008440,15
HP:0005927,15
HP:0011301,15
HP:0030032,15
HP:0005233,17
HP:0000065,1
HP:0010593,15
HP:0011327,3
HP:0400000,3
HP:0003713,2
HP:0007717,3
HP:0030683,1
HP:0004934,15
HP:0006135,24
HP:0011004,5
HP:0030314,15
HP:0030839,7
HP:0030595,11
HP:0000447,3
HP:0012696,7
HP:0011751,7
HP:0011297,15
HP:0007263,7
HP:0025404,11
HP:0007338,11
HP:0012079,7
HP:0009835,15
HP:0009618,15
HP:0003034,15
HP:0003909,15
HP:0005700,15
HP:0002562,14
HP:0009765,3
HP:0030820,3
HP:0009101,3
HP:0012714,22
HP:0011565,5
HP:0040180,9
HP:0004768,3
HP:0000606,3
HP:0006097,15
HP:0001501,15
HP:0010708,15
HP:0009577,15
HP:0006236,15
HP:0009164,15
HP:0008083,15
HP:0010076,15
HP:0001204,15
HP:0001230,15
HP:0009495,15
HP:0009606,15
HP:0009684,15
HP:0010026,15
HP:0009372,15
HP:0009568,15
HP:0011497,11
HP:0012636,11
HP:0000553,11
HP:3000032,3
HP:0030911,1
HP:0008648,1
HP:0003159,1
HP:0011021,13
HP:0003946,15
HP:0004237,15
HP:0011310,9
HP:0003720,2
HP:0000185,3
HP:0011157,7
HP:0008297,13
HP:0002601,15
HP:0012325,10
HP:0012539,10
HP:0012130,10
HP:0025035,10
HP:0002249,5
HP:0030140,3
HP:0004406,3
HP:0011858,10
HP:0012541,23
HP:0040232,10
HP:0001446,2
HP:0003402,7
HP:0003443,7
HP:0009005,2
HP:0030199,7
HP:0410011,3
HP:0007131,7
HP:0005335,3
HP:0003398,7
HP:0003436,7
HP:0030203,7
HP:0007941,11
HP:0030211,11
HP:0011399,2
HP:0012036,2
HP:0007677,11
HP:0010955,1
HP:0012082,7
HP:0011198,7
HP:0030186,7
HP:0007944,11
HP:0007928,11
HP:0003133,7
HP:0006955,7
HP:0008311,7
HP:0030511,11
HP:0011012,13
HP:0011468,3
HP:0031422,7
HP:0001151,11
HP:0030185,7
HP:0003469,7
HP:0010903,13
HP:0012202,13
HP:0200128,5
HP:0040307,1
HP:0011094,3
HP:0001844,15
HP:0002427,7
HP:0040131,7
HP:0012045,11
HP:0030506,11
HP:0030892,7
HP:0006944,7
HP:0008441,15
HP:0008480,15
HP:0012513,7
HP:0100712,15
HP:0006575,17
HP:0030948,13
HP:0031029,13
HP:0040119,22
HP:0040090,22
HP:0006722,21
HP:0031138,13
HP:0030446,7
HP:0030222,7
HP:0030784,7
HP:0006977,7
HP:0007112,7
HP:0030391,7
HP:0003148,13
HP:0004796,17
HP:0030412,8
HP:0040276,8
HP:0001579,21
HP:0031499,8
HP:0100605,4
HP:0031218,21
HP:0010975,10
HP:0030156,1
HP:0002244,17
HP:0025349,11
HP:0040315,3
HP:0100755,3
HP:0000172,3
HP:0005348,4
HP:0005483,4
HP:0011855,3
HP:0011970,13
HP:0100878,1
HP:0011434,23
HP:0007432,9
HP:0011946,4
HP:0012181,7
HP:0001404,17
HP:0008305,1
HP:0011346,7
HP:0004749,5
HP:0005017,15
HP:0005750,15
HP:0012594,1
HP:0009719,9
HP:0030877,4
HP:0040272,7
HP:0012188,23
HP:0008376,7
HP:0100752,17
